"L_d_Subject","L_d_Self_Good","L_d_Self_Bad","L_d_Other_Good","L_d_Other_Bad","L_d_good_bad_slf","L_d_good_bad_oth","L_d_slf_oth_good","L_d_slf_oth_bad"
"7003",1.18628902946572,1.76478372017686,1.96990844645003,0.725197116640362,-0.578494690711143,1.24471132980967,-0.783619416984312,1.0395866035365
"7004",2.30586195127486,2.13128723870979,2.72138038449393,2.52648013801698,0.174574712565066,0.19490024647694,-0.415518433219069,-0.395192899307195
"7005",2.78829913303945,1.76190641342388,1.81757527282775,1.69287247591827,1.02639271961557,0.124702796909486,0.970723860211696,0.0690339375056108
"7006",1.92990845644091,2.08758271165364,3.01913436421909,2.08189149735007,-0.157674255212727,0.937242866869028,-1.08922590777818,0.005691214303571
"7007",0.575900318025578,0.900950686060778,1.00278161420083,1.03531264587869,-0.3250503680352,-0.0325310316778642,-0.426881296175253,-0.134361959817917
"7008",1.7859421983292,0.200728662236444,1.04033904387836,0.0974882154439933,1.58521353609276,0.942850828434367,0.745603154450842,0.103240446792451
"7009",0.832657869749447,0.0174601690132334,1.12713134136775,1.03164264002326,0.815197700736214,0.0954887013444867,-0.294473471618304,-1.01418247101003
"7010",3.33500058185994,2.30258778831818,3.9619598700009,3.62913118022901,1.03241279354176,0.33282868977189,-0.626959288140959,-1.32654339191083
"7011",1.53020218078905,2.74643862284418,1.58625548255561,1.60723796733547,-1.21623644205513,-0.0209824847798588,-0.0560533017665534,1.13920065550871
"7012",2.27849362773117,0.455240269202468,0.537441334956572,-0.0987257182493314,1.8232533585287,0.636167053205904,1.7410522927746,0.553965987451799
"7013",2.77303891372823,2.61660826843555,2.14320865029933,4.25609046836997,0.156430645292684,-2.11288181807064,0.629830263428903,-1.63948219993442
"7014",2.95761927116681,3.15206743465765,3.95519393826992,2.90699880357428,-0.194448163490834,1.04819513469564,-0.997574667103105,0.245068631083366
"7015",0.148049743943964,1.08931978812058,1.00916516662312,1.09160210350371,-0.941270044176617,-0.0824369368805964,-0.861115422679152,-0.00228231538313173
"7016",1.86265200687887,0.11865730912688,1.18857971698353,0.811020527074083,1.74399469775199,0.377559189909444,0.674072289895343,-0.692363217947203
"7018",3.21690876291655,2.59286818559346,3.87751965921981,3.32631881413627,0.624040577323092,0.551200845083535,-0.660610896303254,-0.733450628542811
"7019",2.38238163990698,2.09316081500601,2.35242317846897,1.55636701618199,0.289220824900963,0.796056162286977,0.0299584614380088,0.536793798824023
"7020",3.22837965364407,3.10790786348851,2.06263530133687,2.85747978226061,0.120471790155559,-0.794844480923738,1.16574435230719,0.250428081227897
"7022",0.743468566228409,0.265674977294308,2.51181182815502,1.48610190618957,0.477793588934101,1.02570992196545,-1.76834326192661,-1.22042692889526
"7023",2.21613898359395,2.14425677134631,1.65075155058751,1.1671134298536,0.0718822122476368,0.483638120733915,0.565387433006435,0.977143341492714
"7024",0.822988048518359,0.339176178885864,0.560338011556336,0.0851238843355236,0.483811869632495,0.475214127220812,0.262650036962023,0.25405229455034
"7025",2.0848667225226,1.36157773696501,1.87071115821783,1.5160477558187,0.723288985557588,0.354663402399136,0.214155564304765,-0.154470018853686
"7026",0.573064129261324,-0.316656182094777,2.41522401018423,0.495223401782503,0.889720311356101,1.92000060840173,-1.84215988092291,-0.81187958387728
"7028",2.65115145784531,1.24288554118092,1.11667968871508,2.09740160955972,1.40826591666439,-0.980721920844639,1.53447176913024,-0.854516068378795
"7029",0.888989481785228,0.620329266417952,-0.21220471477009,0.815941498112922,0.268660215367276,-1.02814621288301,1.10119419655532,-0.19561223169497
"7030",2.52402134539604,2.84832512253706,3.01968577377404,3.77697392691915,-0.324303777141014,-0.757288153145112,-0.495664428377996,-0.928648804382093
"7031",2.40293531282501,1.97719821417273,2.6938322207733,1.51549227975861,0.425737098652278,1.17833994101469,-0.290896907948292,0.461705934414122
"7032",2.32040854790749,1.25205292840926,1.2594933602082,1.68403697241877,1.06835561949823,-0.424543612210566,1.06091518769929,-0.431984044009503
"7033",1.69028669830179,-0.051792721188329,1.13575253909628,1.66213799867375,1.74207941949012,-0.526385459577477,0.554534159205517,-1.71393071986208
"7034",1.48975134761161,2.02316838890486,2.53578723123787,2.32117044628511,-0.533417041293257,0.214616784952765,-1.04603588362627,-0.298002057380246
